GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
310M200US40380,40380,"Rochester, NY Metro Area",138900,1912
310M200US40420,40420,"Rockford, IL Metro Area",122700,3894
310M200US40580,40580,"Rocky Mount, NC Metro Area",104700,7195
310M200US40660,40660,"Rome, GA Metro Area",120600,9362
310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",339900,3480
310M200US40980,40980,"Saginaw, MI Metro Area",93500,5528
310M200US41060,41060,"St. Cloud, MN Metro Area",168100,3351
310M200US41100,41100,"St. George, UT Metro Area",231400,9294
310M200US41140,41140,"St. Joseph, MO-KS Metro Area",112900,4402
310M200US41180,41180,"St. Louis, MO-IL Metro Area",164200,1412
310M200US41420,41420,"Salem, OR Metro Area",205000,7557
310M200US41500,41500,"Salinas, CA Metro Area",429100,17871
310M200US41540,41540,"Salisbury, MD-DE Metro Area",218200,7103
310M200US41620,41620,"Salt Lake City, UT Metro Area",251200,4162
310M200US41660,41660,"San Angelo, TX Metro Area",124000,10162
310M200US41700,41700,"San Antonio-New Braunfels, TX Metro Area",151400,2647
310M200US41740,41740,"San Diego-Carlsbad, CA Metro Area",485900,4165
310M200US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",718400,6101
310M200US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",823700,9611
310M200US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",508200,23519
310M200US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",668300,24191
310M200US42140,42140,"Santa Fe, NM Metro Area",286200,10420
310M200US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",547600,34367
310M200US42220,42220,"Santa Rosa, CA Metro Area",512100,16338
310M200US42340,42340,"Savannah, GA Metro Area",173600,6611
310M200US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",132900,4121
310M200US42660,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",361500,2793
310M200US42680,42680,"Sebastian-Vero Beach, FL Metro Area",174000,13127
310M200US42700,42700,"Sebring, FL Metro Area",92600,12868
310M200US43100,43100,"Sheboygan, WI Metro Area",145000,4975
310M200US43300,43300,"Sherman-Denison, TX Metro Area",112300,7200
310M200US43340,43340,"Shreveport-Bossier City, LA Metro Area",145300,6091
310M200US43420,43420,"Sierra Vista-Douglas, AZ Metro Area",146900,9607
310M200US43580,43580,"Sioux City, IA-NE-SD Metro Area",121700,5387
310M200US43620,43620,"Sioux Falls, SD Metro Area",167900,3745
310M200US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",125900,4646
